,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
16,NA,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,Tapas Bars; Asian Fusion; Izakaya; ,No,No,NA,Yes,"Brunch, Dinner",No,No,Yes,NA,NA,NA,No,A,NA,Yes,Quiet,No,NA,Yes,Yes,No,No,Free,$11-30,Rabbit House,Lower East Side,4.5,177,10002,76 Forsyth St
17,NA,Yes,Full Bar,"Trendy, Intimate, Classy",Casual,Yes,Tapas/Small Plates; American (New); Cocktail Bars; ,NA,No,NA,NA,"Lunch, Dinner, Late Night, Dessert",Yes,No,Yes,NA,NA,NA,Yes,NA,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,The Tuck Room,South Street Seaport,4,192,10038,11 Fulton St
18,No,Yes,No,Casual,Casual,Yes,Cuban; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,$11-30,Sophie’s Cuban Cuisine,"Civic Center, TriBeCa",3.5,219,10007,96 Chambers St
19,No,Yes,Full Bar,"Intimate, Romantic",Casual,No,French; Basque; ,No,No,NA,Yes,Dinner,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,NA,No,$31-60,Cocotte,South Village,4,286,10012,110 Thompson St
20,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,Korean; Desserts; Tapas/Small Plates; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$11-30,Kori Tribeca,TriBeCa,4,452,10013,253 Church St
21,No,Yes,No,Casual,Casual,Yes,Cuban; ,Yes,Yes,No,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,Yes,No,No,$11-30,Sophies Cuban Cuisine,Financial District,3.5,145,10038,76 Fulton St
22,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamoraga,NA,NA,NA,10004,17 Battery Pl
23,NA,Yes,Full Bar,Romantic,Casual,Yes,Argentine; Italian; Spanish; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,Yes,NA,Yes,Yes,NA,NA,Free,$11-30,Estancia 460,TriBeCa,4,116,10013,460 Greenwich St
24,NA,NA,NA,NA,NA,NA,Spanish; Basque; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darlene,TriBeCa,2.5,2,10013,251 Church St
25,No,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Breakfast & Brunch; Mexican; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,Yes,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,La Esquina,"Nolita, Little Italy",3.5,1882,10012,114 Kenmare St
26,NA,Yes,Full Bar,NA,Casual,Yes,Tapas/Small Plates; Cocktail Bars; Mediterranean; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,Yes,No,$31-60,Cata Restaurant,Lower East Side,3.5,295,10002,245 Bowery
27,NA,Yes,Full Bar,NA,Casual,NA,Tapas Bars; ,NA,Yes,NA,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,Quiet,Yes,NA,Yes,Yes,NA,NA,No,$11-30,Salon de Tapas,Greenwich Village,3.5,17,10012,190 Sullivan St
28,NA,Yes,Full Bar,Casual,Casual,Yes,Cuban; Brazilian; Breakfast & Brunch; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,B,Yes,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Favela Cubana,Greenwich Village,4,924,10012,543 LaGuardia Pl
29,No,Yes,Full Bar,"Casual, Trendy, Intimate",Casual,Yes,Mediterranean; Tapas/Small Plates; Wine Bars; ,Yes,Yes,No,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,Balzem,Nolita,4,358,10012,202 Mott St
30,NA,Yes,Full Bar,Trendy,Casual,Yes,Mexican; Tapas/Small Plates; Tapas Bars; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,No,Yes,NA,NA,NA,No,NA,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,No,Free,$11-30,Anejo Tribeca,TriBeCa,3.5,264,10013,301 Church St
31,NA,Yes,Full Bar,Casual,Casual,Yes,Cuban; Mexican; ,No,Yes,NA,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Cafe Habana,Nolita,4,3072,10012,17 Prince St
32,NA,Yes,Full Bar,NA,Casual,Yes,Cuban; ,No,Yes,No,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Cuba Restaurant and Rum Bar,Greenwich Village,4,1425,10012,222 Thompson St
33,No,Yes,Full Bar,Casual,Casual,Yes,Tapas Bars; Spanish; ,No,No,NA,NA,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Kaña Tapas Bar,South Village,3.5,80,10013,324 Spring St
34,NA,No,No,NA,NA,Yes,Puerto Rican; Food Stands; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Very Loud,No,NA,Yes,No,NA,NA,No,Under $10,Sandra’s Food Spot Cart,Financial District,4.5,30,10005,Nassua St
35,NA,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,Tapas Bars; Asian Fusion; Izakaya; ,No,No,NA,Yes,"Brunch, Dinner",No,No,Yes,NA,NA,NA,No,A,NA,Yes,Quiet,No,NA,Yes,Yes,No,No,Free,$11-30,Rabbit House,Lower East Side,4.5,177,10002,76 Forsyth St
36,NA,Yes,Full Bar,"Trendy, Intimate, Classy",Casual,Yes,Tapas/Small Plates; American (New); Cocktail Bars; ,NA,No,NA,NA,"Lunch, Dinner, Late Night, Dessert",Yes,No,Yes,NA,NA,NA,Yes,NA,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,The Tuck Room,South Street Seaport,4,192,10038,11 Fulton St
37,No,Yes,No,Casual,Casual,Yes,Cuban; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,$11-30,Sophie’s Cuban Cuisine,"Civic Center, TriBeCa",3.5,219,10007,96 Chambers St
38,No,Yes,Full Bar,"Intimate, Romantic",Casual,No,French; Basque; ,No,No,NA,Yes,Dinner,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,NA,No,$31-60,Cocotte,South Village,4,286,10012,110 Thompson St
39,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,Korean; Desserts; Tapas/Small Plates; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$11-30,Kori Tribeca,TriBeCa,4,452,10013,253 Church St
40,No,Yes,No,Casual,Casual,Yes,Cuban; ,Yes,Yes,No,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,Yes,No,No,$11-30,Sophies Cuban Cuisine,Financial District,3.5,145,10038,76 Fulton St
41,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamoraga,NA,NA,NA,10004,17 Battery Pl
42,NA,Yes,Full Bar,Romantic,Casual,Yes,Argentine; Italian; Spanish; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,Yes,NA,Yes,Yes,NA,NA,Free,$11-30,Estancia 460,TriBeCa,4,116,10013,460 Greenwich St
43,NA,NA,NA,NA,NA,NA,Spanish; Basque; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darlene,TriBeCa,2.5,2,10013,251 Church St
44,No,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Breakfast & Brunch; Mexican; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,Yes,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,La Esquina,"Nolita, Little Italy",3.5,1882,10012,114 Kenmare St
45,NA,Yes,Full Bar,NA,Casual,Yes,Tapas/Small Plates; Cocktail Bars; Mediterranean; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,Yes,No,$31-60,Cata Restaurant,Lower East Side,3.5,295,10002,245 Bowery
46,NA,Yes,Full Bar,NA,Casual,NA,Tapas Bars; ,NA,Yes,NA,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,Quiet,Yes,NA,Yes,Yes,NA,NA,No,$11-30,Salon de Tapas,Greenwich Village,3.5,17,10012,190 Sullivan St
47,NA,Yes,Full Bar,Casual,Casual,Yes,Cuban; Brazilian; Breakfast & Brunch; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,B,Yes,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Favela Cubana,Greenwich Village,4,924,10012,543 LaGuardia Pl
48,No,Yes,Full Bar,Romantic,Casual,Yes,Tapas/Small Plates; Italian; ,Yes,Yes,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Terra Wine Bar,TriBeCa,3.5,319,10013,222 W Broadway
49,NA,No,No,Casual,NA,Yes,Soul Food; Food Stands; Trinidadian; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Veronica’s Kitchen,Financial District,4,151,10005,Front St & Pine St
50,No,Yes,Full Bar,Casual,Casual,No,Colombian; Empanadas; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Lunch, Dinner, Late Night",Yes,Yes,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,Under $10,Empanada Mama L.E.S,Lower East Side,4,529,10002,95 Allen St
51,No,Yes,Beer & Wine Only,NA,Casual,Yes,Latin American; ,Yes,Yes,No,Yes,"Breakfast, Lunch",No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,Yes,Free,Under $10,Tauro Restaurant,South Village,3.5,32,10013,284 Hudson St
52,NA,Yes,Beer & Wine Only,"Divey, Casual",Casual,Yes,Coffee & Tea; Latin American; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Westside Coffee Shop,TriBeCa,4,70,10013,323 Church St
53,NA,Yes,Full Bar,Trendy,Casual,Yes,Asian Fusion; Portuguese; Chinese; ,No,Yes,NA,Yes,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$31-60,Macao trading Co,TriBeCa,4,685,10013,311 Church St
54,NA,Yes,Full Bar,Trendy,Casual,No,Cuban; Latin American; Asian Fusion; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,B,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,Free,$31-60,Asia de Cuba,NoHo,3.5,221,10003,415 Lafayette St
55,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Beer Bar; Wine Bars; Tapas/Small Plates; ,NA,No,NA,NA,NA,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Loud,No,NA,No,No,Yes,NA,Free,$11-30,BeerZaar,South Village,4.5,26,10014,213 6th Ave
56,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Mexican; Cuban; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Habana To-Go,Nolita,4,260,10012,229 Elizabeth St
57,NA,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Cocktail Bars; Tapas/Small Plates; ,No,Yes,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Oficina Latina,Nolita,3,350,10012,24 Prince St
58,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,Korean; Desserts; Tapas/Small Plates; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$11-30,Kori Tribeca,TriBeCa,4,452,10013,253 Church St
59,No,Yes,No,Casual,Casual,Yes,Cuban; ,Yes,Yes,No,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,Yes,No,No,$11-30,Sophies Cuban Cuisine,Financial District,3.5,145,10038,76 Fulton St
60,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamoraga,NA,NA,NA,10004,17 Battery Pl
61,NA,Yes,Full Bar,Romantic,Casual,Yes,Argentine; Italian; Spanish; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,Yes,NA,Yes,Yes,NA,NA,Free,$11-30,Estancia 460,TriBeCa,4,116,10013,460 Greenwich St
62,NA,NA,NA,NA,NA,NA,Spanish; Basque; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darlene,TriBeCa,2.5,2,10013,251 Church St
63,No,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Breakfast & Brunch; Mexican; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,Yes,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,La Esquina,"Nolita, Little Italy",3.5,1882,10012,114 Kenmare St
64,NA,Yes,Full Bar,NA,Casual,Yes,Tapas/Small Plates; Cocktail Bars; Mediterranean; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,Yes,No,$31-60,Cata Restaurant,Lower East Side,3.5,295,10002,245 Bowery
65,NA,Yes,Full Bar,NA,Casual,NA,Tapas Bars; ,NA,Yes,NA,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,Quiet,Yes,NA,Yes,Yes,NA,NA,No,$11-30,Salon de Tapas,Greenwich Village,3.5,17,10012,190 Sullivan St
66,NA,Yes,Full Bar,Casual,Casual,Yes,Cuban; Brazilian; Breakfast & Brunch; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,B,Yes,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Favela Cubana,Greenwich Village,4,924,10012,543 LaGuardia Pl
67,No,Yes,Full Bar,Romantic,Casual,Yes,Tapas/Small Plates; Italian; ,Yes,Yes,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Terra Wine Bar,TriBeCa,3.5,319,10013,222 W Broadway
68,NA,No,No,Casual,NA,Yes,Soul Food; Food Stands; Trinidadian; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Veronica’s Kitchen,Financial District,4,151,10005,Front St & Pine St
69,No,Yes,Full Bar,Casual,Casual,No,Colombian; Empanadas; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Lunch, Dinner, Late Night",Yes,Yes,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,Under $10,Empanada Mama L.E.S,Lower East Side,4,529,10002,95 Allen St
70,No,Yes,Beer & Wine Only,NA,Casual,Yes,Latin American; ,Yes,Yes,No,Yes,"Breakfast, Lunch",No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,Yes,Free,Under $10,Tauro Restaurant,South Village,3.5,32,10013,284 Hudson St
71,NA,Yes,Beer & Wine Only,"Divey, Casual",Casual,Yes,Coffee & Tea; Latin American; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Westside Coffee Shop,TriBeCa,4,70,10013,323 Church St
72,NA,Yes,Full Bar,Trendy,Casual,Yes,Asian Fusion; Portuguese; Chinese; ,No,Yes,NA,Yes,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$31-60,Macao trading Co,TriBeCa,4,685,10013,311 Church St
73,NA,Yes,Full Bar,Trendy,Casual,No,Cuban; Latin American; Asian Fusion; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,B,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,Free,$31-60,Asia de Cuba,NoHo,3.5,221,10003,415 Lafayette St
74,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Beer Bar; Wine Bars; Tapas/Small Plates; ,NA,No,NA,NA,NA,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Loud,No,NA,No,No,Yes,NA,Free,$11-30,BeerZaar,South Village,4.5,26,10014,213 6th Ave
75,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Mexican; Cuban; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Habana To-Go,Nolita,4,260,10012,229 Elizabeth St
76,NA,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Cocktail Bars; Tapas/Small Plates; ,No,Yes,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Oficina Latina,Nolita,3,350,10012,24 Prince St
77,No,Yes,Full Bar,Trendy,Casual,No,Caribbean; Lounges; ,Yes,Yes,No,NA,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,NA,No,Free,$11-30,Negril Village,Greenwich Village,3.5,1102,10012,70 W 3rd St
78,NA,No,No,Casual,NA,Yes,Soul Food; Food Stands; Trinidadian; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Veronica’s Kitchen,Financial District,4,151,10005,Front St & Pine St
79,No,Yes,Full Bar,Casual,Casual,No,Colombian; Empanadas; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Lunch, Dinner, Late Night",Yes,Yes,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,Under $10,Empanada Mama L.E.S,Lower East Side,4,529,10002,95 Allen St
80,No,Yes,Beer & Wine Only,NA,Casual,Yes,Latin American; ,Yes,Yes,No,Yes,"Breakfast, Lunch",No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,Yes,Free,Under $10,Tauro Restaurant,South Village,3.5,32,10013,284 Hudson St
81,NA,Yes,Beer & Wine Only,"Divey, Casual",Casual,Yes,Coffee & Tea; Latin American; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Westside Coffee Shop,TriBeCa,4,70,10013,323 Church St
82,NA,Yes,Full Bar,Trendy,Casual,Yes,Asian Fusion; Portuguese; Chinese; ,No,Yes,NA,Yes,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$31-60,Macao trading Co,TriBeCa,4,685,10013,311 Church St
83,NA,Yes,Full Bar,Trendy,Casual,No,Cuban; Latin American; Asian Fusion; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,B,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,Free,$31-60,Asia de Cuba,NoHo,3.5,221,10003,415 Lafayette St
84,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Beer Bar; Wine Bars; Tapas/Small Plates; ,NA,No,NA,NA,NA,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Loud,No,NA,No,No,Yes,NA,Free,$11-30,BeerZaar,South Village,4.5,26,10014,213 6th Ave
