,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
10,NA,NA,NA,NA,NA,NA,Vietnamese; Thai; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Love Pho,East Village,3.5,2,10003,174 2AVENUE
11,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Noodles; Thai; Asian Fusion; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,Yes,Yes,NA,Yes,NA,No,A,Yes,Yes,Quiet,Yes,Street,Yes,Yes,Yes,No,Free,$11-30,Proong Noodle Bar,"Gramercy, Stuyvesant Town",4.5,81,10010,347 1st Ave
12,NA,Yes,Full Bar,Casual,Casual,Yes,Thai; ,No,Yes,No,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Somtum Der,"East Village, Alphabet City",4.0,619,10009,85 Ave A
13,NA,Yes,No,Casual,NA,Yes,Vietnamese; Coffee & Tea; Sandwiches; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,No,Yes,Free,$11-30,BONMi,Flatiron,4.0,94,10010,119 E 23rd St
14,NA,NA,NA,NA,NA,NA,Vietnamese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pho Get About Mi,"Meatpacking District, Chelsea",4.0,1,10014,353 W 14th St
15,NA,NA,NA,NA,NA,NA,Vietnamese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pho Seng,East Village,NA,NA,10003,299 E 11th St
16,NA,NA,NA,NA,NA,NA,Asian Fusion; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bamboo Bites,Lower East Side,5.0,1,10002,87 Ludlow St
17,NA,Yes,Beer & Wine Only,Casual,NA,Yes,Cambodian; Sandwiches; ,Yes,Yes,NA,Yes,Lunch,Yes,Yes,Yes,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,NA,NA,No,$11-30,Num Pang Kitchen,Flatiron,4.0,418,10010,1129 Broadway
18,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Noodles; ,No,No,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,No,NA,NA,No,$11-30,Soba-ya,East Village,4.0,1365,10003,229 E 9th St
19,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,American (New); Chinese; ,No,No,NA,NA,Dinner,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Tuome,"East Village, Alphabet City",4.5,358,10009,536 E 5th St
20,NA,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Gastropubs; Asian Fusion; American (New); ,No,Yes,No,Yes,"Brunch, Lunch, Dinner, Late Night",Yes,No,Yes,NA,NA,NA,Yes,C,NA,NA,Average,No,Garage,Yes,Yes,Yes,Yes,Free,$11-30,Set L.E.S,Lower East Side,4.0,358,10002,127 Ludlow St
21,NA,Yes,NA,NA,NA,NA,Asian Fusion; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,Yummy Asian Food,"Alphabet City, East Village",2.0,5,10009,226 E 3rd St
22,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Burgers; ,No,No,No,NA,"Lunch, Dinner",No,No,No,Yes,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,No,No,No,Under $10,Xi’an Famous Foods,East Village,4.0,1532,10003,81 St Marks Pl
23,NA,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Bars; Asian Fusion; Filipino; ,Yes,No,NA,NA,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Ugly Kitchen,East Village,4.0,560,10003,103 1st Ave
24,NA,Yes,Full Bar,NA,Casual,NA,"Thai; Bars; Beer, Wine & Spirits; ",Yes,Yes,No,Yes,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Average,No,NA,Yes,Yes,Yes,Yes,NA,NA,Noree Thai Bazaar,Lower East Side,4.5,50,10002,274 Grand St
25,No,Yes,Full Bar,"Casual, Trendy",Casual,No,Coffee & Tea; Izakaya; Noodles; ,No,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,No,Yes,NA,Free,$11-30,Takumen,"Hunters Point, Long Island City",4.0,155,11101,5-50 50th Ave
26,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Vietnamese; ,Yes,Yes,NA,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Noodles 28,"Kips Bay, Midtown East",3.0,191,10016,417 3rd Ave
27,NA,Yes,No,Casual,Casual,Yes,Chinese; Vietnamese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Plump Dumpling,East Village,2.5,255,10003,174 2nd Ave
28,No,Yes,No,Casual,Casual,No,Asian Fusion; Korean; Salad; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,Yes,No,C,Yes,Yes,Average,No,Street,Yes,No,No,Yes,Free,$11-30,Som Bo,Chelsea,4.0,128,10011,143 8th Ave
29,NA,Yes,Full Bar,NA,Casual,NA,"Thai; Bars; Beer, Wine & Spirits; ",Yes,Yes,No,Yes,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Average,No,NA,Yes,Yes,Yes,Yes,NA,NA,Noree Thai Bazaar,Lower East Side,4.5,50,10002,274 Grand St
30,NA,Yes,No,Casual,NA,Yes,Soup; Sandwiches; Salad; ,Yes,Yes,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Hale and Hearty Soups,Financial District,3.0,50,10005,110 Maiden LnBetween Pearl & Water
31,NA,No,No,NA,NA,NA,Vietnamese; Cafes; Sandwiches; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,C,NA,NA,Quiet,No,NA,Yes,No,No,NA,No,Under $10,Saigon V-Bread Cafe,"Chinatown, Lower East Side",4.0,13,10002,11 Allen St
32,No,No,Beer & Wine Only,Casual,Casual,Yes,Asian Fusion; Malaysian; Chinese; ,No,Yes,No,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,Yes,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Nyonya,Little Italy,4.0,1900,10013,199 Grand St
33,NA,No,No,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,NA,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,Yes,B,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,Under $10,Tasty Hand-Pulled Noodles,"Chinatown, Civic Center",4.0,1451,10013,1 Doyers St
34,No,Yes,No,"Casual, Trendy",Casual,No,Asian Fusion; ,Yes,Yes,No,NA,Lunch,No,Yes,NA,NA,NA,NA,No,NA,NA,Yes,Average,No,Street,Yes,No,No,NA,Free,Under $10,The Bao Shoppe,"Lower East Side, Chinatown",4.0,170,10002,34 Canal St
35,NA,Yes,No,Casual,Casual,Yes,Malaysian; Singaporean; ,Yes,Yes,NA,Yes,"Breakfast, Lunch, Dessert",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,No,No,Under $10,Kopitiam,"Lower East Side, Chinatown",4.0,378,10002,151 E Broadway
36,NA,Yes,No,Casual,NA,Yes,Vietnamese; Sandwiches; ,Yes,Yes,NA,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,B,Yes,Yes,Average,No,Street,Yes,No,NA,NA,No,Under $10,Paris Sandwich,"Little Italy, Chinatown",3.0,177,10013,213 Grand St
37,No,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Sports Bars; Asian Fusion; ,No,No,NA,Yes,"Lunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Average,Yes,Garage,Yes,Yes,Yes,Yes,Free,$11-30,Piggyback Bar,NA,4.0,162,07311,200 Hudson St
38,No,Yes,Beer & Wine Only,NA,NA,Yes,Noodles; Taiwanese; Cajun/Creole; ,Yes,Yes,No,NA,Lunch,NA,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,NA,No,Street,Yes,No,Yes,No,Free,NA,My Noodle Station,"Chinatown, Lower East Side",4.5,34,10002,19 Eldridge St
39,NA,Yes,NA,NA,Casual,NA,Salad; Vegetarian; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,No,$11-30,Chopt Creative Salad Co.,Financial District,3.0,24,10004,1 New York Plaza
40,No,No,Beer & Wine Only,Casual,Casual,No,French; Malaysian; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Aux Epices,Little Italy,4.0,281,10013,121 Baxter St
41,NA,Yes,No,Casual,NA,Yes,Noodles; Fast Food; Chinese; ,No,Yes,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,No,Yes,Free,Under $10,The Rice Noodle,Greenwich Village,4.0,116,10012,190 Bleecker St
42,NA,No,No,Casual,NA,Yes,Chinese; Fast Food; Noodles; ,No,No,No,NA,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,No,NA,No,Under $10,Wah Fung No 1 Fast Food,Lower East Side,4.5,1073,10002,79 Chrystie St
43,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Very Loud,No,Street,Yes,Yes,NA,NA,No,$11-30,No.1 Chinese Restaurant,Financial District,3.0,146,10004,10 S William St
44,NA,Yes,Beer & Wine Only,Casual,NA,NA,Vegetarian; Vegan; Wine Bars; ,NA,NA,NA,Yes,"Lunch, Dinner, Dessert",Yes,Yes,No,NA,NA,NA,NA,A,Yes,Yes,NA,No,Street,NA,No,NA,NA,NA,NA,Le Botaniste,SoHo,4.5,71,10013,127 Grand St
45,NA,Yes,No,Casual,Casual,Yes,Salad; Vegetarian; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,No,NA,No,$11-30,Chopt Creative Salad,Financial District,3.0,164,10005,80 Pine St
46,NA,Yes,No,Casual,NA,Yes,Salad; Sandwiches; Soup; ,Yes,Yes,NA,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Hale and Hearty Soups,South Village,2.5,53,10014,350 Hudson St
47,No,No,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Malaysian; Thai; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,No,Yes,NA,Yes,No,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Wok Wok,"Chinatown, Civic Center",4.0,633,10013,11 Mott St
48,NA,NA,NA,NA,NA,NA,Vietnamese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nam,Brooklyn Heights,NA,NA,11241,16 Ct St
49,No,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,No,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,NA,Yes,No,No,No,Free,Under $10,New Golden Chopstick Chinese Restaurant,Financial District,3.0,34,10004,77 Pearl St
50,No,No,Beer & Wine Only,Casual,Casual,Yes,Japanese; Noodles; Vegan; ,No,No,NA,Yes,"Lunch, Dinner",Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,No,No,Yes,NA,Free,$11-30,Cocoron,Lower East Side,4.0,928,10002,16 Delancey St
51,NA,No,No,NA,Casual,Yes,Chinese; Noodles; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,NA,Loud,No,Street,Yes,No,Yes,Yes,No,Under $10,Super Taste,"Chinatown, Lower East Side",4.0,489,10002,26 Eldridge St
52,No,Yes,Full Bar,NA,Casual,No,Thai; ,No,Yes,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$31-60,Uncle Boons,Nolita,4.0,740,10012,7 Spring St
53,NA,Yes,No,Casual,Casual,Yes,Hot Pot; ,No,No,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,NA,Free,$11-30,Hou Yi Hot Pot,"Chinatown, Lower East Side",4.0,353,10002,92 Hester St
54,NA,Yes,Full Bar,Trendy,Casual,Yes,Asian Fusion; Portuguese; Chinese; ,No,Yes,NA,Yes,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$31-60,Macao trading Co,TriBeCa,4.0,685,10013,311 Church St
55,NA,NA,Beer & Wine Only,NA,Casual,NA,Vietnamese; ,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Street,Yes,No,NA,NA,NA,Under $10,Pho 89 Restaurant,"Chinatown, Lower East Side",2.0,17,10002,89 E Broadway Frnt
56,No,Yes,Full Bar,"Casual, Trendy",Casual,No,Seafood; Thai; Live/Raw Food; ,Yes,Yes,No,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Fish Cheeks,NoHo,4.0,292,10012,55 Bond St
57,NA,NA,NA,NA,NA,NA,Delis; Vietnamese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Khai Tri Deli,Chinatown,1.0,1,10002,145 Canal St
