,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
32,NA,Yes,NA,NA,NA,NA,Mediterranean; American (New); Sandwiches; ,No,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,NA,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,Cafe Gusto,Civic Center,3.0,9,10013,111 Worth St
33,NA,Yes,No,Casual,Casual,Yes,Coffee & Tea; Mediterranean; Burgers; ,No,Yes,NA,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,No,NA,Free,$11-30,Open Kitchen,Financial District,3.5,95,10038,123 William St
34,NA,Yes,Full Bar,"Intimate, Romantic",Casual,No,Italian; Mediterranean; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,No,Yes,NA,NA,No,$31-60,Il Buco,NoHo,4.0,587,10012,47 Bond St
35,NA,Yes,No,Casual,Casual,Yes,Mediterranean; Middle Eastern; Halal; ,Yes,Yes,NA,Yes,Lunch,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Baba Ghanouge,"Civic Center, TriBeCa",3.0,130,10007,165 Church St
36,NA,Yes,No,Casual,NA,Yes,Falafel; Vegetarian; Sandwiches; ,Yes,Yes,No,NA,Lunch,No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,NA,NA,Free,Under $10,Taim Nolita,Nolita,4.0,457,10012,45 Spring St
37,NA,Yes,No,NA,Casual,NA,Middle Eastern; ,Yes,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,No,NA,Yes,No,NA,NA,NA,$11-30,Pita Grill,Financial District,2.0,18,10004,69 New St
38,NA,Yes,No,Casual,Casual,Yes,Pizza; Middle Eastern; Barbeque; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,NA,NA,No,Under $10,Fatoosh Pizza & BBQ,Brooklyn Heights,4.0,94,11201,330 Hicks St
39,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,French; Moroccan; ,No,Yes,No,Yes,Lunch,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,No,Yes,Yes,No,$11-30,Café Gitane,Nolita,4.0,701,10012,242 Mott St
40,NA,Yes,No,NA,Casual,Yes,Halal; Food Trucks; ,NA,No,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,Yes,NA,Yes,No,No,NA,No,Under $10,Halal Food Cart,TriBeCa,3.5,4,10007,255 Greenwich St
41,NA,Yes,Full Bar,Casual,Casual,Yes,Mediterranean; ,No,No,NA,NA,Brunch,Yes,No,NA,NA,NA,NA,No,B,NA,NA,Average,Yes,Street,Yes,Yes,Yes,NA,Free,$11-30,Rintintin,Nolita,3.5,153,10012,14 Spring St
42,No,Yes,Full Bar,Trendy,Casual,No,Mediterranean; Turkish; Breakfast & Brunch; ,Yes,Yes,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,"Garage, Street",Yes,Yes,NA,NA,Free,$31-60,Pera Soho,South Village,3.5,408,10012,54 Thompson St
43,NA,Yes,Full Bar,Intimate,Casual,No,Lounges; Mediterranean; Turkish; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,NA,Yes,Free,$11-30,Antique Garage,SoHo,3.5,365,10013,41 Mercer St
44,No,Yes,Full Bar,"Trendy, Classy",Casual,Yes,American (New); Mediterranean; Breakfast & Brunch; ,Yes,No,No,Yes,"Brunch, Lunch, Dinner",Yes,No,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,NOMO Kitchen,SoHo,3.5,389,10013,9 Crosby StNOMO SOHO Hotel
45,NA,Yes,No,Casual,Casual,Yes,Salad; Wraps; Vegetarian; ,NA,Yes,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Quiet,No,NA,Yes,No,No,NA,NA,Under $10,Just Salad,"Civic Center, Financial District, TriBeCa",3.0,68,10279,233 Broadway
46,NA,Yes,No,"Casual, Trendy",Casual,Yes,Salad; Wraps; Vegetarian; ,Yes,Yes,NA,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,No,No,Yes,No,$11-30,Just Salad,Financial District,3.0,55,10004,90 Broad St
47,NA,Yes,No,Casual,NA,Yes,Sandwiches; Wraps; Pizza; ,Yes,Yes,NA,NA,"Breakfast, Lunch",Yes,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Dante’s Gourmet Foods,Financial District,3.0,40,10038,166 William St
48,NA,Yes,No,Casual,Casual,Yes,Vegetarian; Salad; Wraps; ,No,Yes,NA,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,Under $10,Just Salad,Financial District,3.0,176,10038,100 Maiden LnSte 2
49,NA,Yes,No,NA,Casual,Yes,Food Trucks; Falafel; Vegetarian; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,Yes,NA,No,NA,NA,Yes,NA,Yes,NA,Yes,No,No,NA,No,$11-30,The Pocketful,"Theater District, Midtown West",4.0,40,10020,1251 6th Ave
50,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Turkish; Middle Eastern; Breakfast & Brunch; ,Yes,Yes,NA,Yes,"Lunch, Late Night",No,Yes,NA,NA,NA,NA,Yes,C,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,Free,Under $10,TurKiss,Greenwich Village,3.5,243,10012,104 MacDougal St
51,NA,Yes,No,NA,Casual,Yes,Salad; Wraps; Vegetarian; ,Yes,Yes,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,No,No,NA,No,Under $10,Just Salad,South Village,3.0,69,10013,325 Hudson St
